,year,value,name,icon
1125,1986,16,Paraguay,paraguay.svg.png
1126,1990,16,Paraguay,paraguay.svg.png
1127,1994,16,Paraguay,paraguay.svg.png
1128,1998,19,Paraguay,paraguay.svg.png
1129,2002,25,Paraguay,paraguay.svg.png
1130,2006,27,Paraguay,paraguay.svg.png
1131,2010,30,Paraguay,paraguay.svg.png
1132,2014,30,Paraguay,paraguay.svg.png
1133,2018,30,Paraguay,paraguay.svg.png
1134,1930,1,Peru,peru.svg.png
1135,1934,1,Peru,peru.svg.png
1136,1938,1,Peru,peru.svg.png
1137,1950,1,Peru,peru.svg.png
1138,1954,1,Peru,peru.svg.png
1139,1958,1,Peru,peru.svg.png
1140,1962,1,Peru,peru.svg.png
1141,1966,1,Peru,peru.svg.png
1142,1970,10,Peru,peru.svg.png
1143,1974,10,Peru,peru.svg.png
1144,1978,17,Peru,peru.svg.png
1145,1982,19,Peru,peru.svg.png
1146,1986,19,Peru,peru.svg.png
1147,1990,19,Peru,peru.svg.png
1148,1994,19,Peru,peru.svg.png
1149,1998,19,Peru,peru.svg.png
1150,2002,19,Peru,peru.svg.png
1151,2006,19,Peru,peru.svg.png
1152,2010,19,Peru,peru.svg.png
1153,2014,19,Peru,peru.svg.png
1154,2018,21,Peru,peru.svg.png
1155,1930,0,Poland,poland.svg.png
1156,1934,0,Poland,poland.svg.png
1157,1938,5,Poland,poland.svg.png
1158,1950,5,Poland,poland.svg.png
1159,1954,5,Poland,poland.svg.png
1160,1958,5,Poland,poland.svg.png
1161,1962,5,Poland,poland.svg.png
1162,1966,5,Poland,poland.svg.png
1163,1970,5,Poland,poland.svg.png
1164,1974,21,Poland,poland.svg.png
1165,1978,27,Poland,poland.svg.png
1166,1982,38,Poland,poland.svg.png
1167,1986,39,Poland,poland.svg.png
1168,1990,39,Poland,poland.svg.png
1169,1994,39,Poland,poland.svg.png
1170,1998,39,Poland,poland.svg.png
1171,2002,42,Poland,poland.svg.png
1172,2006,44,Poland,poland.svg.png
1173,2010,44,Poland,poland.svg.png
1174,2014,44,Poland,poland.svg.png
1175,2018,46,Poland,poland.svg.png
1176,1930,0,Portugal,portugal.svg.png
1177,1934,0,Portugal,portugal.svg.png
1178,1938,0,Portugal,portugal.svg.png
1179,1950,0,Portugal,portugal.svg.png
1180,1954,0,Portugal,portugal.svg.png
1181,1958,0,Portugal,portugal.svg.png
1182,1962,0,Portugal,portugal.svg.png
1183,1966,17,Portugal,portugal.svg.png
1184,1970,17,Portugal,portugal.svg.png
1185,1974,17,Portugal,portugal.svg.png
1186,1978,17,Portugal,portugal.svg.png
1187,1982,17,Portugal,portugal.svg.png
1188,1986,19,Portugal,portugal.svg.png
1189,1990,19,Portugal,portugal.svg.png
1190,1994,19,Portugal,portugal.svg.png
1191,1998,19,Portugal,portugal.svg.png
1192,2002,25,Portugal,portugal.svg.png
1193,2006,32,Portugal,portugal.svg.png
1194,2010,39,Portugal,portugal.svg.png
1195,2014,43,Portugal,portugal.svg.png
1196,2018,49,Portugal,portugal.svg.png
1197,1930,0,Republic of Ireland,republic_of_ireland.svg.png
1198,1934,0,Republic of Ireland,republic_of_ireland.svg.png
1199,1938,0,Republic of Ireland,republic_of_ireland.svg.png
1200,1950,0,Republic of Ireland,republic_of_ireland.svg.png
1201,1954,0,Republic of Ireland,republic_of_ireland.svg.png
1202,1958,0,Republic of Ireland,republic_of_ireland.svg.png
1203,1962,0,Republic of Ireland,republic_of_ireland.svg.png
1204,1966,0,Republic of Ireland,republic_of_ireland.svg.png
1205,1970,0,Republic of Ireland,republic_of_ireland.svg.png
1206,1974,0,Republic of Ireland,republic_of_ireland.svg.png
1207,1978,0,Republic of Ireland,republic_of_ireland.svg.png
1208,1982,0,Republic of Ireland,republic_of_ireland.svg.png
1209,1986,0,Republic of Ireland,republic_of_ireland.svg.png
1210,1990,2,Republic of Ireland,republic_of_ireland.svg.png
1211,1994,4,Republic of Ireland,republic_of_ireland.svg.png
1212,1998,4,Republic of Ireland,republic_of_ireland.svg.png
1213,2002,10,Republic of Ireland,republic_of_ireland.svg.png
1214,2006,10,Republic of Ireland,republic_of_ireland.svg.png
1215,2010,10,Republic of Ireland,republic_of_ireland.svg.png
1216,2014,10,Republic of Ireland,republic_of_ireland.svg.png
1217,2018,10,Republic of Ireland,republic_of_ireland.svg.png
1218,1930,3,Romania,romania.svg.png
1219,1934,4,Romania,romania.svg.png
1220,1938,8,Romania,romania.svg.png
1221,1950,8,Romania,romania.svg.png
1222,1954,8,Romania,romania.svg.png
1223,1958,8,Romania,romania.svg.png
1224,1962,8,Romania,romania.svg.png
1225,1966,8,Romania,romania.svg.png
1226,1970,12,Romania,romania.svg.png
1227,1974,12,Romania,romania.svg.png
1228,1978,12,Romania,romania.svg.png
1229,1982,12,Romania,romania.svg.png
1230,1986,12,Romania,romania.svg.png
1231,1990,16,Romania,romania.svg.png
1232,1994,26,Romania,romania.svg.png
1233,1998,30,Romania,romania.svg.png
1234,2002,30,Romania,romania.svg.png
1235,2006,30,Romania,romania.svg.png
1236,2010,30,Romania,romania.svg.png
1237,2014,30,Romania,romania.svg.png
1238,2018,30,Romania,romania.svg.png
1239,1930,0,Russia,russia.svg.png
1240,1934,0,Russia,russia.svg.png
1241,1938,0,Russia,russia.svg.png
1242,1950,0,Russia,russia.svg.png
1243,1954,0,Russia,russia.svg.png
1244,1958,0,Russia,russia.svg.png
1245,1962,0,Russia,russia.svg.png
1246,1966,0,Russia,russia.svg.png
1247,1970,0,Russia,russia.svg.png
1248,1974,0,Russia,russia.svg.png
1249,1978,0,Russia,russia.svg.png
1250,1982,0,Russia,russia.svg.png
1251,1986,0,Russia,russia.svg.png
1252,1990,0,Russia,russia.svg.png
1253,1994,7,Russia,russia.svg.png
1254,1998,7,Russia,russia.svg.png
1255,2002,11,Russia,russia.svg.png
1256,2006,11,Russia,russia.svg.png
1257,2010,11,Russia,russia.svg.png
1258,2014,13,Russia,russia.svg.png
1259,2018,24,Russia,russia.svg.png
1260,1930,0,Saudi Arabia,saudi_arabia.svg.png
1261,1934,0,Saudi Arabia,saudi_arabia.svg.png
1262,1938,0,Saudi Arabia,saudi_arabia.svg.png
1263,1950,0,Saudi Arabia,saudi_arabia.svg.png
1264,1954,0,Saudi Arabia,saudi_arabia.svg.png
1265,1958,0,Saudi Arabia,saudi_arabia.svg.png
1266,1962,0,Saudi Arabia,saudi_arabia.svg.png
1267,1966,0,Saudi Arabia,saudi_arabia.svg.png
1268,1970,0,Saudi Arabia,saudi_arabia.svg.png
1269,1974,0,Saudi Arabia,saudi_arabia.svg.png
1270,1978,0,Saudi Arabia,saudi_arabia.svg.png
1271,1982,0,Saudi Arabia,saudi_arabia.svg.png
1272,1986,0,Saudi Arabia,saudi_arabia.svg.png
1273,1990,0,Saudi Arabia,saudi_arabia.svg.png
1274,1994,5,Saudi Arabia,saudi_arabia.svg.png
1275,1998,7,Saudi Arabia,saudi_arabia.svg.png
1276,2002,7,Saudi Arabia,saudi_arabia.svg.png
1277,2006,9,Saudi Arabia,saudi_arabia.svg.png
1278,2010,9,Saudi Arabia,saudi_arabia.svg.png
1279,2014,9,Saudi Arabia,saudi_arabia.svg.png
1280,2018,11,Saudi Arabia,saudi_arabia.svg.png
1281,1930,0,Scotland,scotland.svg.png
1282,1934,0,Scotland,scotland.svg.png
1283,1938,0,Scotland,scotland.svg.png
1284,1950,0,Scotland,scotland.svg.png
1285,1954,0,Scotland,scotland.svg.png
1286,1958,4,Scotland,scotland.svg.png
1287,1962,4,Scotland,scotland.svg.png
1288,1966,4,Scotland,scotland.svg.png
1289,1970,4,Scotland,scotland.svg.png
1290,1974,7,Scotland,scotland.svg.png
1291,1978,12,Scotland,scotland.svg.png
1292,1982,20,Scotland,scotland.svg.png
1293,1986,21,Scotland,scotland.svg.png
1294,1990,23,Scotland,scotland.svg.png
1295,1994,23,Scotland,scotland.svg.png
1296,1998,25,Scotland,scotland.svg.png
1297,2002,25,Scotland,scotland.svg.png
1298,2006,25,Scotland,scotland.svg.png
1299,2010,25,Scotland,scotland.svg.png
1300,2014,25,Scotland,scotland.svg.png
1301,2018,25,Scotland,scotland.svg.png
1302,1930,0,Senegal,senegal.svg.png
1303,1934,0,Senegal,senegal.svg.png
1304,1938,0,Senegal,senegal.svg.png
1305,1950,0,Senegal,senegal.svg.png
1306,1954,0,Senegal,senegal.svg.png
1307,1958,0,Senegal,senegal.svg.png
1308,1962,0,Senegal,senegal.svg.png
1309,1966,0,Senegal,senegal.svg.png
1310,1970,0,Senegal,senegal.svg.png
1311,1974,0,Senegal,senegal.svg.png
1312,1978,0,Senegal,senegal.svg.png
1313,1982,0,Senegal,senegal.svg.png
1314,1986,0,Senegal,senegal.svg.png
1315,1990,0,Senegal,senegal.svg.png
1316,1994,0,Senegal,senegal.svg.png
1317,1998,0,Senegal,senegal.svg.png
1318,2002,7,Senegal,senegal.svg.png
1319,2006,7,Senegal,senegal.svg.png
1320,2010,7,Senegal,senegal.svg.png
1321,2014,7,Senegal,senegal.svg.png
1322,2018,11,Senegal,senegal.svg.png
1323,1930,0,Serbia,serbia.svg.png
1324,1934,0,Serbia,serbia.svg.png
1325,1938,0,Serbia,serbia.svg.png
1326,1950,0,Serbia,serbia.svg.png
1327,1954,0,Serbia,serbia.svg.png
1328,1958,0,Serbia,serbia.svg.png
1329,1962,0,Serbia,serbia.svg.png
1330,1966,0,Serbia,serbia.svg.png
1331,1970,0,Serbia,serbia.svg.png
1332,1974,0,Serbia,serbia.svg.png
1333,1978,0,Serbia,serbia.svg.png
1334,1982,0,Serbia,serbia.svg.png
1335,1986,0,Serbia,serbia.svg.png
1336,1990,0,Serbia,serbia.svg.png
1337,1994,0,Serbia,serbia.svg.png
1338,1998,0,Serbia,serbia.svg.png
1339,2002,0,Serbia,serbia.svg.png
1340,2006,2,Serbia,serbia.svg.png
1341,2010,4,Serbia,serbia.svg.png
1342,2014,4,Serbia,serbia.svg.png
1343,2018,6,Serbia,serbia.svg.png
1344,1930,0,Slovakia,slovakia.svg.png
1345,1934,0,Slovakia,slovakia.svg.png
1346,1938,0,Slovakia,slovakia.svg.png
1347,1950,0,Slovakia,slovakia.svg.png
1348,1954,0,Slovakia,slovakia.svg.png
1349,1958,0,Slovakia,slovakia.svg.png
1350,1962,0,Slovakia,slovakia.svg.png
1351,1966,0,Slovakia,slovakia.svg.png
1352,1970,0,Slovakia,slovakia.svg.png
1353,1974,0,Slovakia,slovakia.svg.png
1354,1978,0,Slovakia,slovakia.svg.png
1355,1982,0,Slovakia,slovakia.svg.png
1356,1986,0,Slovakia,slovakia.svg.png
1357,1990,0,Slovakia,slovakia.svg.png
1358,1994,0,Slovakia,slovakia.svg.png
1359,1998,0,Slovakia,slovakia.svg.png
1360,2002,0,Slovakia,slovakia.svg.png
1361,2006,0,Slovakia,slovakia.svg.png
1362,2010,5,Slovakia,slovakia.svg.png
1363,2014,5,Slovakia,slovakia.svg.png
1364,2018,5,Slovakia,slovakia.svg.png
1365,1930,0,Slovenia,slovenia.svg.png
1366,1934,0,Slovenia,slovenia.svg.png
1367,1938,0,Slovenia,slovenia.svg.png
1368,1950,0,Slovenia,slovenia.svg.png
1369,1954,0,Slovenia,slovenia.svg.png
1370,1958,0,Slovenia,slovenia.svg.png
1371,1962,0,Slovenia,slovenia.svg.png
1372,1966,0,Slovenia,slovenia.svg.png
1373,1970,0,Slovenia,slovenia.svg.png
1374,1974,0,Slovenia,slovenia.svg.png
1375,1978,0,Slovenia,slovenia.svg.png
1376,1982,0,Slovenia,slovenia.svg.png
1377,1986,0,Slovenia,slovenia.svg.png
1378,1990,0,Slovenia,slovenia.svg.png
1379,1994,0,Slovenia,slovenia.svg.png
1380,1998,0,Slovenia,slovenia.svg.png
1381,2002,2,Slovenia,slovenia.svg.png
1382,2006,2,Slovenia,slovenia.svg.png
1383,2010,5,Slovenia,slovenia.svg.png
1384,2014,5,Slovenia,slovenia.svg.png
1385,2018,5,Slovenia,slovenia.svg.png
1386,1930,0,South Africa,south_africa.svg.png
1387,1934,0,South Africa,south_africa.svg.png
1388,1938,0,South Africa,south_africa.svg.png
1389,1950,0,South Africa,south_africa.svg.png
1390,1954,0,South Africa,south_africa.svg.png
1391,1958,0,South Africa,south_africa.svg.png
1392,1962,0,South Africa,south_africa.svg.png
1393,1966,0,South Africa,south_africa.svg.png
1394,1970,0,South Africa,south_africa.svg.png
1395,1974,0,South Africa,south_africa.svg.png
1396,1978,0,South Africa,south_africa.svg.png
1397,1982,0,South Africa,south_africa.svg.png
1398,1986,0,South Africa,south_africa.svg.png
1399,1990,0,South Africa,south_africa.svg.png
1400,1994,0,South Africa,south_africa.svg.png
1401,1998,3,South Africa,south_africa.svg.png
1402,2002,8,South Africa,south_africa.svg.png
1403,2006,8,South Africa,south_africa.svg.png
1404,2010,11,South Africa,south_africa.svg.png
1405,2014,11,South Africa,south_africa.svg.png
1406,2018,11,South Africa,south_africa.svg.png
1407,1930,0,South Korea,south_korea.svg.png
1408,1934,0,South Korea,south_korea.svg.png
1409,1938,0,South Korea,south_korea.svg.png
1410,1950,0,South Korea,south_korea.svg.png
1411,1954,0,South Korea,south_korea.svg.png
1412,1958,0,South Korea,south_korea.svg.png
1413,1962,0,South Korea,south_korea.svg.png
1414,1966,0,South Korea,south_korea.svg.png
1415,1970,0,South Korea,south_korea.svg.png
1416,1974,0,South Korea,south_korea.svg.png
1417,1978,0,South Korea,south_korea.svg.png
1418,1982,0,South Korea,south_korea.svg.png
1419,1986,4,South Korea,south_korea.svg.png
1420,1990,5,South Korea,south_korea.svg.png
1421,1994,9,South Korea,south_korea.svg.png
1422,1998,11,South Korea,south_korea.svg.png
1423,2002,19,South Korea,south_korea.svg.png
1424,2006,22,South Korea,south_korea.svg.png
1425,2010,28,South Korea,south_korea.svg.png
1426,2014,31,South Korea,south_korea.svg.png
1427,2018,34,South Korea,south_korea.svg.png
1428,1930,0,Soviet Union,soviet_union.svg.png
1429,1934,0,Soviet Union,soviet_union.svg.png
1430,1938,0,Soviet Union,soviet_union.svg.png
1431,1950,0,Soviet Union,soviet_union.svg.png
1432,1954,0,Soviet Union,soviet_union.svg.png
1433,1958,5,Soviet Union,soviet_union.svg.png
1434,1962,14,Soviet Union,soviet_union.svg.png
1435,1966,24,Soviet Union,soviet_union.svg.png
1436,1970,30,Soviet Union,soviet_union.svg.png
1437,1974,30,Soviet Union,soviet_union.svg.png
1438,1978,30,Soviet Union,soviet_union.svg.png
1439,1982,37,Soviet Union,soviet_union.svg.png
1440,1986,49,Soviet Union,soviet_union.svg.png
1441,1990,53,Soviet Union,soviet_union.svg.png
1442,1994,53,Soviet Union,soviet_union.svg.png
1443,1998,53,Soviet Union,soviet_union.svg.png
1444,2002,53,Soviet Union,soviet_union.svg.png
1445,2006,53,Soviet Union,soviet_union.svg.png
1446,2010,53,Soviet Union,soviet_union.svg.png
1447,2014,53,Soviet Union,soviet_union.svg.png
1448,2018,53,Soviet Union,soviet_union.svg.png
1449,1930,0,Spain,spain.svg.png
1450,1934,4,Spain,spain.svg.png
1451,1938,4,Spain,spain.svg.png
1452,1950,14,Spain,spain.svg.png
1453,1954,14,Spain,spain.svg.png
1454,1958,14,Spain,spain.svg.png
1455,1962,16,Spain,spain.svg.png
1456,1966,20,Spain,spain.svg.png
1457,1970,20,Spain,spain.svg.png
1458,1974,20,Spain,spain.svg.png
1459,1978,22,Spain,spain.svg.png
1460,1982,26,Spain,spain.svg.png
1461,1986,37,Spain,spain.svg.png
1462,1990,43,Spain,spain.svg.png
1463,1994,53,Spain,spain.svg.png
1464,1998,61,Spain,spain.svg.png
1465,2002,71,Spain,spain.svg.png
1466,2006,80,Spain,spain.svg.png
1467,2010,88,Spain,spain.svg.png
1468,2014,92,Spain,spain.svg.png
1469,2018,99,Spain,spain.svg.png
1470,1930,0,Sweden,sweden.svg.png
1471,1934,4,Sweden,sweden.svg.png
1472,1938,15,Sweden,sweden.svg.png
1473,1950,26,Sweden,sweden.svg.png
1474,1954,26,Sweden,sweden.svg.png
1475,1958,38,Sweden,sweden.svg.png
1476,1962,38,Sweden,sweden.svg.png
1477,1966,38,Sweden,sweden.svg.png
1478,1970,40,Sweden,sweden.svg.png
1479,1974,47,Sweden,sweden.svg.png
1480,1978,48,Sweden,sweden.svg.png
1481,1982,48,Sweden,sweden.svg.png
1482,1986,48,Sweden,sweden.svg.png
1483,1990,51,Sweden,sweden.svg.png
1484,1994,66,Sweden,sweden.svg.png
1485,1998,66,Sweden,sweden.svg.png
1486,2002,71,Sweden,sweden.svg.png
1487,2006,74,Sweden,sweden.svg.png
1488,2010,74,Sweden,sweden.svg.png
1489,2014,74,Sweden,sweden.svg.png
1490,2018,80,Sweden,sweden.svg.png
1491,1930,0,Switzerland,switzerland.svg.png
1492,1934,5,Switzerland,switzerland.svg.png
1493,1938,10,Switzerland,switzerland.svg.png
1494,1950,14,Switzerland,switzerland.svg.png
1495,1954,25,Switzerland,switzerland.svg.png
1496,1958,25,Switzerland,switzerland.svg.png
1497,1962,27,Switzerland,switzerland.svg.png
1498,1966,28,Switzerland,switzerland.svg.png
1499,1970,28,Switzerland,switzerland.svg.png
1500,1974,28,Switzerland,switzerland.svg.png
1501,1978,28,Switzerland,switzerland.svg.png
1502,1982,28,Switzerland,switzerland.svg.png
1503,1986,28,Switzerland,switzerland.svg.png
1504,1990,28,Switzerland,switzerland.svg.png
1505,1994,33,Switzerland,switzerland.svg.png
1506,1998,33,Switzerland,switzerland.svg.png
1507,2002,33,Switzerland,switzerland.svg.png
1508,2006,37,Switzerland,switzerland.svg.png
1509,2010,38,Switzerland,switzerland.svg.png
1510,2014,45,Switzerland,switzerland.svg.png
1511,2018,50,Switzerland,switzerland.svg.png
1512,1930,0,Togo,togo.svg.png
1513,1934,0,Togo,togo.svg.png
1514,1938,0,Togo,togo.svg.png
1515,1950,0,Togo,togo.svg.png
1516,1954,0,Togo,togo.svg.png
1517,1958,0,Togo,togo.svg.png
1518,1962,0,Togo,togo.svg.png
1519,1966,0,Togo,togo.svg.png
1520,1970,0,Togo,togo.svg.png
1521,1974,0,Togo,togo.svg.png
1522,1978,0,Togo,togo.svg.png
1523,1982,0,Togo,togo.svg.png
1524,1986,0,Togo,togo.svg.png
1525,1990,0,Togo,togo.svg.png
1526,1994,0,Togo,togo.svg.png
1527,1998,0,Togo,togo.svg.png
1528,2002,0,Togo,togo.svg.png
1529,2006,1,Togo,togo.svg.png
1530,2010,1,Togo,togo.svg.png
1531,2014,1,Togo,togo.svg.png
1532,2018,1,Togo,togo.svg.png
1533,1930,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1534,1934,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1535,1938,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1536,1950,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1537,1954,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1538,1958,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1539,1962,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1540,1966,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1541,1970,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1542,1974,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1543,1978,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1544,1982,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1545,1986,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1546,1990,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1547,1994,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1548,1998,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1549,2002,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1550,2006,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1551,2010,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1552,2014,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1553,2018,0,Trinidad and Tobago,trinidad_and_tobago.svg.png
1554,1930,0,Tunisia,tunisia.svg.png
1555,1934,0,Tunisia,tunisia.svg.png
1556,1938,0,Tunisia,tunisia.svg.png
1557,1950,0,Tunisia,tunisia.svg.png
1558,1954,0,Tunisia,tunisia.svg.png
1559,1958,0,Tunisia,tunisia.svg.png
1560,1962,0,Tunisia,tunisia.svg.png
1561,1966,0,Tunisia,tunisia.svg.png
1562,1970,0,Tunisia,tunisia.svg.png
1563,1974,0,Tunisia,tunisia.svg.png
1564,1978,3,Tunisia,tunisia.svg.png
1565,1982,3,Tunisia,tunisia.svg.png
1566,1986,3,Tunisia,tunisia.svg.png
1567,1990,3,Tunisia,tunisia.svg.png
1568,1994,3,Tunisia,tunisia.svg.png
1569,1998,4,Tunisia,tunisia.svg.png
1570,2002,5,Tunisia,tunisia.svg.png
1571,2006,8,Tunisia,tunisia.svg.png
1572,2010,8,Tunisia,tunisia.svg.png
1573,2014,8,Tunisia,tunisia.svg.png
1574,2018,13,Tunisia,tunisia.svg.png
1575,1930,0,Turkey,turkey.svg.png
1576,1934,0,Turkey,turkey.svg.png
1577,1938,0,Turkey,turkey.svg.png
1578,1950,0,Turkey,turkey.svg.png
1579,1954,10,Turkey,turkey.svg.png
1580,1958,10,Turkey,turkey.svg.png
1581,1962,10,Turkey,turkey.svg.png
1582,1966,10,Turkey,turkey.svg.png
1583,1970,10,Turkey,turkey.svg.png
1584,1974,10,Turkey,turkey.svg.png
1585,1978,10,Turkey,turkey.svg.png
1586,1982,10,Turkey,turkey.svg.png
1587,1986,10,Turkey,turkey.svg.png
1588,1990,10,Turkey,turkey.svg.png
1589,1994,10,Turkey,turkey.svg.png
1590,1998,10,Turkey,turkey.svg.png
1591,2002,20,Turkey,turkey.svg.png
1592,2006,20,Turkey,turkey.svg.png
1593,2010,20,Turkey,turkey.svg.png
1594,2014,20,Turkey,turkey.svg.png
1595,2018,20,Turkey,turkey.svg.png
1596,1930,0,Ukraine,ukraine.svg.png
1597,1934,0,Ukraine,ukraine.svg.png
1598,1938,0,Ukraine,ukraine.svg.png
1599,1950,0,Ukraine,ukraine.svg.png
1600,1954,0,Ukraine,ukraine.svg.png
1601,1958,0,Ukraine,ukraine.svg.png
1602,1962,0,Ukraine,ukraine.svg.png
1603,1966,0,Ukraine,ukraine.svg.png
1604,1970,0,Ukraine,ukraine.svg.png
1605,1974,0,Ukraine,ukraine.svg.png
1606,1978,0,Ukraine,ukraine.svg.png
1607,1982,0,Ukraine,ukraine.svg.png
1608,1986,0,Ukraine,ukraine.svg.png
1609,1990,0,Ukraine,ukraine.svg.png
1610,1994,0,Ukraine,ukraine.svg.png
1611,1998,0,Ukraine,ukraine.svg.png
1612,2002,0,Ukraine,ukraine.svg.png
1613,2006,5,Ukraine,ukraine.svg.png
1614,2010,5,Ukraine,ukraine.svg.png
1615,2014,5,Ukraine,ukraine.svg.png
1616,2018,5,Ukraine,ukraine.svg.png
1617,1930,0,United Arab Emirates,united_arab_emirates.svg.png
1618,1934,0,United Arab Emirates,united_arab_emirates.svg.png
1619,1938,0,United Arab Emirates,united_arab_emirates.svg.png
1620,1950,0,United Arab Emirates,united_arab_emirates.svg.png
1621,1954,0,United Arab Emirates,united_arab_emirates.svg.png
1622,1958,0,United Arab Emirates,united_arab_emirates.svg.png
1623,1962,0,United Arab Emirates,united_arab_emirates.svg.png
1624,1966,0,United Arab Emirates,united_arab_emirates.svg.png
1625,1970,0,United Arab Emirates,united_arab_emirates.svg.png
1626,1974,0,United Arab Emirates,united_arab_emirates.svg.png
1627,1978,0,United Arab Emirates,united_arab_emirates.svg.png
1628,1982,0,United Arab Emirates,united_arab_emirates.svg.png
1629,1986,0,United Arab Emirates,united_arab_emirates.svg.png
1630,1990,2,United Arab Emirates,united_arab_emirates.svg.png
1631,1994,2,United Arab Emirates,united_arab_emirates.svg.png
1632,1998,2,United Arab Emirates,united_arab_emirates.svg.png
1633,2002,2,United Arab Emirates,united_arab_emirates.svg.png
1634,2006,2,United Arab Emirates,united_arab_emirates.svg.png
1635,2010,2,United Arab Emirates,united_arab_emirates.svg.png
1636,2014,2,United Arab Emirates,united_arab_emirates.svg.png
1637,2018,2,United Arab Emirates,united_arab_emirates.svg.png
1638,1930,7,United States,united_states.svg.png
1639,1934,8,United States,united_states.svg.png
1640,1938,8,United States,united_states.svg.png
1641,1950,12,United States,united_states.svg.png
1642,1954,12,United States,united_states.svg.png
1643,1958,12,United States,united_states.svg.png
1644,1962,12,United States,united_states.svg.png
1645,1966,12,United States,united_states.svg.png
1646,1970,12,United States,united_states.svg.png
1647,1974,12,United States,united_states.svg.png
1648,1978,12,United States,united_states.svg.png
1649,1982,12,United States,united_states.svg.png
1650,1986,12,United States,united_states.svg.png
1651,1990,14,United States,united_states.svg.png
1652,1994,17,United States,united_states.svg.png
1653,1998,18,United States,united_states.svg.png
1654,2002,25,United States,united_states.svg.png
1655,2006,27,United States,united_states.svg.png
1656,2010,32,United States,united_states.svg.png
1657,2014,37,United States,united_states.svg.png
1658,2018,37,United States,united_states.svg.png
1659,1930,15,Uruguay,uruguay.svg.png
1660,1934,15,Uruguay,uruguay.svg.png
1661,1938,15,Uruguay,uruguay.svg.png
1662,1950,30,Uruguay,uruguay.svg.png
1663,1954,46,Uruguay,uruguay.svg.png
1664,1958,46,Uruguay,uruguay.svg.png
1665,1962,50,Uruguay,uruguay.svg.png
1666,1966,52,Uruguay,uruguay.svg.png
1667,1970,56,Uruguay,uruguay.svg.png
1668,1974,57,Uruguay,uruguay.svg.png
1669,1978,57,Uruguay,uruguay.svg.png
1670,1982,57,Uruguay,uruguay.svg.png
1671,1986,59,Uruguay,uruguay.svg.png
1672,1990,61,Uruguay,uruguay.svg.png
1673,1994,61,Uruguay,uruguay.svg.png
1674,1998,61,Uruguay,uruguay.svg.png
1675,2002,65,Uruguay,uruguay.svg.png
1676,2006,65,Uruguay,uruguay.svg.png
1677,2010,76,Uruguay,uruguay.svg.png
1678,2014,80,Uruguay,uruguay.svg.png
1679,2018,87,Uruguay,uruguay.svg.png
1680,1930,0,Wales,wales.svg.png
1681,1934,0,Wales,wales.svg.png
1682,1938,0,Wales,wales.svg.png
1683,1950,0,Wales,wales.svg.png
1684,1954,0,Wales,wales.svg.png
1685,1958,4,Wales,wales.svg.png
1686,1962,4,Wales,wales.svg.png
1687,1966,4,Wales,wales.svg.png
1688,1970,4,Wales,wales.svg.png
1689,1974,4,Wales,wales.svg.png
1690,1978,4,Wales,wales.svg.png
1691,1982,4,Wales,wales.svg.png
1692,1986,4,Wales,wales.svg.png
1693,1990,4,Wales,wales.svg.png
1694,1994,4,Wales,wales.svg.png
1695,1998,4,Wales,wales.svg.png
1696,2002,4,Wales,wales.svg.png
1697,2006,4,Wales,wales.svg.png
1698,2010,4,Wales,wales.svg.png
1699,2014,4,Wales,wales.svg.png
1700,2018,4,Wales,wales.svg.png
1701,1930,7,Yugoslavia,yugoslavia.svg.png
1702,1934,7,Yugoslavia,yugoslavia.svg.png
1703,1938,7,Yugoslavia,yugoslavia.svg.png
1704,1950,14,Yugoslavia,yugoslavia.svg.png
1705,1954,16,Yugoslavia,yugoslavia.svg.png
1706,1958,23,Yugoslavia,yugoslavia.svg.png
1707,1962,33,Yugoslavia,yugoslavia.svg.png
1708,1966,33,Yugoslavia,yugoslavia.svg.png
1709,1970,33,Yugoslavia,yugoslavia.svg.png
1710,1974,45,Yugoslavia,yugoslavia.svg.png
1711,1978,45,Yugoslavia,yugoslavia.svg.png
1712,1982,47,Yugoslavia,yugoslavia.svg.png
1713,1986,47,Yugoslavia,yugoslavia.svg.png
1714,1990,55,Yugoslavia,yugoslavia.svg.png
1715,1994,55,Yugoslavia,yugoslavia.svg.png
