date,name,group,value
2018-01-01,"Egypt, Arab Rep.",Africa,98.42
2018-01-01,Greece,Europe,10.73
2018-01-01,Czech Republic,Europe,10.63
2018-01-01,Somalia,Africa,15.01
2018-01-01,Syrian Arab Republic,Asia,16.91
2017-01-01,Portugal,Europe,10.3
2017-01-01,Singapore,Asia,5.61
2017-01-01,Panama,North America,4.11
2017-01-01,Puerto Rico,North America,3.33
2017-01-01,"Venezuela, RB",South America,29.39
